State/District/Pincode,Year,Quarter,Registered_Users
lower dibang valley,2020,4,7693
lower subansiri,2020,4,7388
791110,2020,4,24414
791111,2020,4,21845
791113,2020,4,15540
791102,2020,4,14955
791001,2020,4,11382
792103,2020,4,10964
792001,2020,4,9130
790104,2020,4,8391
792110,2020,4,7743
791109,2020,4,7262
papum pare,2021,1,84715
west kameng,2021,1,21027
changlang,2021,1,19716
east siang,2021,1,19342
lohit,2021,1,14231
tawang,2021,1,11778
west siang,2021,1,10836
namsai,2021,1,10242
lower dibang valley,2021,1,8402
lower subansiri,2021,1,8044
791110,2021,1,26578
791111,2021,1,23660
791113,2021,1,16942
791102,2021,1,16191
791001,2021,1,12442
792103,2021,1,11916
792001,2021,1,9875
790104,2021,1,9066
792110,2021,1,8458
791109,2021,1,7917
papum pare,2021,2,90871
west kameng,2021,2,22625
changlang,2021,2,21404
east siang,2021,2,20817
lohit,2021,2,15360
tawang,2021,2,12636
west siang,2021,2,11657
namsai,2021,2,11111
lower dibang valley,2021,2,9094
lower subansiri,2021,2,8685
791110,2021,2,28553
791111,2021,2,25349
791113,2021,2,18141
791102,2021,2,17388
791001,2021,2,13401
792103,2021,2,12890
792001,2021,2,10617
790104,2021,2,9711
792110,2021,2,9156
791109,2021,2,8470
papum pare,2021,3,97854
west kameng,2021,3,24489
changlang,2021,3,23328
east siang,2021,3,22538
lohit,2021,3,16680
tawang,2021,3,13650
west siang,2021,3,12616
namsai,2021,3,12140
lower dibang valley,2021,3,9920
lower subansiri,2021,3,9451
791110,2021,3,30734
791111,2021,3,27265
791113,2021,3,19520
791102,2021,3,18855
791001,2021,3,14519
792103,2021,3,14068
792001,2021,3,11487
790104,2021,3,10467
792110,2021,3,9990
791109,2021,3,9111
papum pare,2021,4,104806
west kameng,2021,4,26237
changlang,2021,4,25155
east siang,2021,4,24208
lohit,2021,4,17980
tawang,2021,4,14665
west siang,2021,4,13555
namsai,2021,4,13092
lower dibang valley,2021,4,10679
lower subansiri,2021,4,10187
791110,2021,4,32931
791111,2021,4,29128
791113,2021,4,20914
791102,2021,4,20261
791001,2021,4,15589
792103,2021,4,15154
792001,2021,4,12358
790104,2021,4,11211
792110,2021,4,10752
791109,2021,4,9729
papum pare,2022,1,111271
west kameng,2022,1,27860
changlang,2022,1,26904
east siang,2022,1,25763
lohit,2022,1,19214
tawang,2022,1,15589
west siang,2022,1,14420
namsai,2022,1,14054
lower dibang valley,2022,1,11401
lower subansiri,2022,1,10854
791110,2022,1,34915
791111,2022,1,30912
791113,2022,1,22258
791102,2022,1,21601
791001,2022,1,16600
792103,2022,1,16282
792001,2022,1,13172
790104,2022,1,11905
792110,2022,1,11479
791109,2022,1,10306
papum pare,2022,2,117568
west kameng,2022,2,29424
changlang,2022,2,28495
east siang,2022,2,27240
lohit,2022,2,20325
tawang,2022,2,16475
west siang,2022,2,15231
namsai,2022,2,14887
lower dibang valley,2022,2,12040
lower subansiri,2022,2,11479
791110,2022,2,36914
791111,2022,2,32620
791113,2022,2,23506
791102,2022,2,22850
791001,2022,2,17531
792103,2022,2,17259
792001,2022,2,13915
790104,2022,2,12565
792110,2022,2,12124
791109,2022,2,10908
papum pare,2022,3,124095
west kameng,2022,3,30964
changlang,2022,3,29965
east siang,2022,3,28698
lohit,2022,3,21385
tawang,2022,3,17281
west siang,2022,3,16063
namsai,2022,3,15642
lower dibang valley,2022,3,12668
lower subansiri,2022,3,12085
791110,2022,3,39026
791111,2022,3,34393
791113,2022,3,24830
791102,2022,3,24093
791001,2022,3,18476
792103,2022,3,18186
792001,2022,3,14676
790104,2022,3,13227
792110,2022,3,12755
791109,2022,3,11498
papum pare,2022,4,130306
west kameng,2022,4,32237
changlang,2022,4,31196
east siang,2022,4,30033
lohit,2022,4,22359
tawang,2022,4,18003
west siang,2022,4,16816
namsai,2022,4,16322
lower dibang valley,2022,4,13188
lower subansiri,2022,4,12630
791110,2022,4,40977
791111,2022,4,36205
791113,2022,4,26077
791102,2022,4,25161
791001,2022,4,19310
792103,2022,4,19033
792001,2022,4,15408
790104,2022,4,13837
792110,2022,4,13271
791109,2022,4,12089
papum pare,2023,1,136357
west kameng,2023,1,33625
changlang,2023,1,32646
east siang,2023,1,31416
lohit,2023,1,23429
tawang,2023,1,18817
west siang,2023,1,17590
namsai,2023,1,17064
lower dibang valley,2023,1,13811
lower subansiri,2023,1,13220
791110,2023,1,42898
791111,2023,1,37844
791113,2023,1,27294
791102,2023,1,26359
791001,2023,1,20180
792103,2023,1,19898
792001,2023,1,16114
790104,2023,1,14456
792110,2023,1,13901
791109,2023,1,12653
papum pare,2023,2,141879
west kameng,2023,2,35075
changlang,2023,2,34286
east siang,2023,2,32826
lohit,2023,2,24522
tawang,2023,2,19674
west siang,2023,2,18396
namsai,2023,2,17877
lower dibang valley,2023,2,14441
lower subansiri,2023,2,13816
791110,2023,2,44631
791111,2023,2,39368
791113,2023,2,28413
791102,2023,2,27575
791001,2023,2,21123
792103,2023,2,20822
792001,2023,2,16857
790104,2023,2,15049
792110,2023,2,14532
791109,2023,2,13123
papum pare,2023,3,147681
west kameng,2023,3,36577
changlang,2023,3,35843
east siang,2023,3,34293
lohit,2023,3,25647
tawang,2023,3,20501
west siang,2023,3,19174
namsai,2023,3,18704
lower dibang valley,2023,3,15073
lower subansiri,2023,3,14442
791110,2023,3,46438
791111,2023,3,40993
791113,2023,3,29580
791102,2023,3,28825
791001,2023,3,22012
792103,2023,3,21807
792001,2023,3,17609
790104,2023,3,15682
792110,2023,3,15168
791120,2023,3,13685
papum pare,2023,4,153071
west kameng,2023,4,37896
changlang,2023,4,37357
east siang,2023,4,35633
lohit,2023,4,26708
tawang,2023,4,21219
west siang,2023,4,19949
namsai,2023,4,19452
lower dibang valley,2023,4,15725
lower subansiri,2023,4,15092
791110,2023,4,48172
791111,2023,4,42397
791113,2023,4,30667
791102,2023,4,29977
791001,2023,4,22907
792103,2023,4,22670
792001,2023,4,18303
790104,2023,4,16249
792110,2023,4,15829
791120,2023,4,14311
papum pare,2024,1,159264
west kameng,2024,1,39484
changlang,2024,1,39144
east siang,2024,1,37296
lohit,2024,1,27954
tawang,2024,1,22104
west siang,2024,1,20794
namsai,2024,1,20361
lower dibang valley,2024,1,16456
lower subansiri,2024,1,15784
791110,2024,1,50068
791111,2024,1,44093
791113,2024,1,31894
791102,2024,1,31384
791001,2024,1,23879
792103,2024,1,23741
792001,2024,1,19119
790104,2024,1,16907
792110,2024,1,16566
791120,2024,1,14966
papum pare,2024,2,165311
west kameng,2024,2,40932
changlang,2024,2,40721
east siang,2024,2,38672
lohit,2024,2,28987
tawang,2024,2,22929
west siang,2024,2,21620
namsai,2024,2,21156
lower dibang valley,2024,2,17096
lower subansiri,2024,2,16421
791110,2024,2,51882
791111,2024,2,45802
791113,2024,2,33127
791102,2024,2,32565
791001,2024,2,24813
792103,2024,2,24693
792001,2024,2,19858
790104,2024,2,17526
792110,2024,2,17207
791120,2024,2,15578
itanagar capital complex,2024,3,176072
papum pare,2024,3,53069
west kameng,2024,3,52957
east siang,2024,3,50287
changlang,2024,3,47059
namsai,2024,3,37104
tawang,2024,3,30404
west siang,2024,3,30153
lohit,2024,3,26089
lower subansiri,2024,3,25867
791110,2024,3,75898
791111,2024,3,63545
791102,2024,3,43715
791113,2024,3,35424
791001,2024,3,35042
792103,2024,3,30366
791120,2024,3,25644
791122,2024,3,23625
792001,2024,3,23614
792110,2024,3,23059
itanagar capital complex,2024,4,181946
papum pare,2024,4,55084
west kameng,2024,4,54415
east siang,2024,4,52187
changlang,2024,4,49057
namsai,2024,4,38550
west siang,2024,4,31241
tawang,2024,4,30390
lohit,2024,4,26973
lower subansiri,2024,4,26789
791110,2024,4,78414
791111,2024,4,65669
791102,2024,4,45384
791113,2024,4,36606
791001,2024,4,36325
792103,2024,4,31590
791120,2024,4,26531
792001,2024,4,24420
791122,2024,4,24404
792110,2024,4,23839
kamrup metropolitan,2018,1,87336
dibrugarh,2018,1,21182
barpeta,2018,1,20485
nagaon,2018,1,19619
cachar,2018,1,19567
sonitpur,2018,1,18986
jorhat,2018,1,16442
tinsukia,2018,1,15998
kamrup,2018,1,15241
dhubri,2018,1,11421
781032,2018,1,7209
781001,2018,1,5507
781022,2018,1,5418
781038,2018,1,4731
783380,2018,1,4571
785001,2018,1,4526
781011,2018,1,4127
786001,2018,1,4122
781009,2018,1,3639
781028,2018,1,3517
kamrup metropolitan,2018,2,124720
dibrugarh,2018,2,30527
barpeta,2018,2,29882
nagaon,2018,2,29412
cachar,2018,2,29381
sonitpur,2018,2,28409
tinsukia,2018,2,23900
jorhat,2018,2,23683
kamrup,2018,2,23595
dhubri,2018,2,16701
781032,2018,2,10189
781022,2018,2,7914
781001,2018,2,7685
781038,2018,2,6711
783380,2018,2,6411
785001,2018,2,6375
781011,2018,2,5954
786001,2018,2,5881
781009,2018,2,5216
781028,2018,2,5010
kamrup metropolitan,2018,3,164101
barpeta,2018,3,41158
cachar,2018,3,40888
dibrugarh,2018,3,40711
nagaon,2018,3,40687
sonitpur,2018,3,38797
kamrup,2018,3,33197
tinsukia,2018,3,32870
jorhat,2018,3,32134
dhubri,2018,3,22705
781032,2018,3,13555
781022,2018,3,10377
781001,2018,3,10057
785001,2018,3,8633
781038,2018,3,8582
783380,2018,3,8312
781011,2018,3,7916
786001,2018,3,7732
781028,2018,3,6759
781009,2018,3,6651
kamrup metropolitan,2018,4,214212
barpeta,2018,4,55068
nagaon,2018,4,54395
cachar,2018,4,53209
dibrugarh,2018,4,52539
sonitpur,2018,4,51420
kamrup,2018,4,44868
tinsukia,2018,4,42624
jorhat,2018,4,41100
dhubri,2018,4,30132
781032,2018,4,17802
781022,2018,4,13976
781001,2018,4,12969
781038,2018,4,11283
785001,2018,4,10937
783380,2018,4,10374
781011,2018,4,10054
786001,2018,4,9765
781028,2018,4,8801
781019,2018,4,8559
kamrup metropolitan,2019,1,255112
barpeta,2019,1,67729
nagaon,2019,1,66306
cachar,2019,1,64241
dibrugarh,2019,1,62656
sonitpur,2019,1,62218
kamrup,2019,1,54910
tinsukia,2019,1,51108
jorhat,2019,1,48594
dhubri,2019,1,36652
781032,2019,1,21003
781022,2019,1,16624
781001,2019,1,15399
781038,2019,1,13630
785001,2019,1,12724
783380,2019,1,12282
781011,2019,1,11982
786001,2019,1,11437
781028,2019,1,10474
781019,2019,1,10045
kamrup metropolitan,2019,2,299219
barpeta,2019,2,80544
nagaon,2019,2,79322
cachar,2019,2,76533
dibrugarh,2019,2,74342
sonitpur,2019,2,73717
kamrup,2019,2,65883
tinsukia,2019,2,60548
jorhat,2019,2,56713
dhubri,2019,2,43396
781032,2019,2,24543
781022,2019,2,19460
781001,2019,2,17922
781038,2019,2,15681
783380,2019,2,14452
785001,2019,2,14373
781011,2019,2,13970
786001,2019,2,13366
781009,2019,2,12874
781028,2019,2,12313
kamrup metropolitan,2019,3,340588
nagaon,2019,3,100993
barpeta,2019,3,92001
cachar,2019,3,88048
dibrugarh,2019,3,84029
sonitpur,2019,3,83930
kamrup,2019,3,75174
tinsukia,2019,3,68999
jorhat,2019,3,63858
dhubri,2019,3,48953
781032,2019,3,27912
781022,2019,3,22162
781001,2019,3,20205
781038,2019,3,17651
783380,2019,3,16289
785001,2019,3,16065
781011,2019,3,15923
781009,2019,3,15432
786001,2019,3,15231
781028,2019,3,13989
kamrup metropolitan,2019,4,373761
nagaon,2019,4,114296
barpeta,2019,4,103248
cachar,2019,4,98890
sonitpur,2019,4,93662
dibrugarh,2019,4,93614
kamrup,2019,4,84609
tinsukia,2019,4,76944
jorhat,2019,4,70809
golaghat,2019,4,54950
781032,2019,4,30419
781022,2019,4,24236
781001,2019,4,21980
781038,2019,4,19306
783380,2019,4,17946
785001,2019,4,17515
781011,2019,4,17500
781009,2019,4,17023
786001,2019,4,16755
781028,2019,4,15378
kamrup metropolitan,2020,1,412013
nagaon,2020,1,129371
barpeta,2020,1,116286
cachar,2020,1,111470
sonitpur,2020,1,105050
dibrugarh,2020,1,104663
kamrup,2020,1,95973
tinsukia,2020,1,86763
jorhat,2020,1,78731
dhubri,2020,1,62477
781032,2020,1,33205
781022,2020,1,26607
781001,2020,1,24106
781038,2020,1,21242
783380,2020,1,19871
781011,2020,1,19355
785001,2020,1,19193
781009,2020,1,18666
786001,2020,1,18552
781028,2020,1,17121
kamrup metropolitan,2020,2,457023
nagaon,2020,2,151932
barpeta,2020,2,135525
cachar,2020,2,129067
sonitpur,2020,2,121435
dibrugarh,2020,2,121028
kamrup,2020,2,112992
tinsukia,2020,2,101864
jorhat,2020,2,90601
dhubri,2020,2,76285
781032,2020,2,36494
781022,2020,2,29237
781001,2020,2,26634
781038,2020,2,23439
783380,2020,2,22873
781011,2020,2,21654
785001,2020,2,21271
786001,2020,2,20738
781009,2020,2,19800
781028,2020,2,19046
kamrup metropolitan,2020,3,499403
nagaon,2020,3,168903
barpeta,2020,3,150166
cachar,2020,3,143851
dibrugarh,2020,3,134339
sonitpur,2020,3,134006
kamrup,2020,3,124944
tinsukia,2020,3,113239
jorhat,2020,3,99517
dhubri,2020,3,84816
781032,2020,3,39646
781022,2020,3,31853
781001,2020,3,29045
781038,2020,3,25600
783380,2020,3,25150
781011,2020,3,23762
785001,2020,3,23212
786001,2020,3,22736
781028,2020,3,20913
781009,2020,3,20809
kamrup metropolitan,2020,4,546458
nagaon,2020,4,185101
barpeta,2020,4,164341
cachar,2020,4,158821
dibrugarh,2020,4,147001
sonitpur,2020,4,146796
kamrup,2020,4,136799
tinsukia,2020,4,124067
jorhat,2020,4,108380
dhubri,2020,4,93699
781032,2020,4,43335
781022,2020,4,34873
781001,2020,4,31894
781038,2020,4,27985
783380,2020,4,27308
781011,2020,4,26044
785001,2020,4,25298
786001,2020,4,24846
781028,2020,4,22952
782435,2020,4,22802
kamrup metropolitan,2021,1,589688
nagaon,2021,1,200243
barpeta,2021,1,177789
cachar,2021,1,172056
sonitpur,2021,1,158555
dibrugarh,2021,1,158509
kamrup,2021,1,147671
tinsukia,2021,1,134067
jorhat,2021,1,116616
dhubri,2021,1,101643
781032,2021,1,46783
781022,2021,1,37652
781001,2021,1,34483
781038,2021,1,30260
783380,2021,1,29414
781011,2021,1,28064
785001,2021,1,27259
786001,2021,1,26762
781028,2021,1,24813
782435,2021,1,24658
kamrup metropolitan,2021,2,630676
nagaon,2021,2,215750
barpeta,2021,2,191700
cachar,2021,2,185350
dibrugarh,2021,2,170604
sonitpur,2021,2,170519
kamrup,2021,2,159018
tinsukia,2021,2,144571
jorhat,2021,2,125247
dhubri,2021,2,109873
781032,2021,2,49999
781022,2021,2,40254
781001,2021,2,36847
781038,2021,2,32353
783380,2021,2,31551
781011,2021,2,30045
785001,2021,2,29194
786001,2021,2,28664
781028,2021,2,26557
782435,2021,2,26455
kamrup metropolitan,2021,3,677223
nagaon,2021,3,233909
barpeta,2021,3,207997
cachar,2021,3,200721
sonitpur,2021,3,184448
dibrugarh,2021,3,184280
kamrup,2021,3,172652
tinsukia,2021,3,156657
jorhat,2021,3,135179
dhubri,2021,3,119554
781032,2021,3,53594
781022,2021,3,43191
781001,2021,3,39514
781038,2021,3,34724
783380,2021,3,34031
781011,2021,3,32293
785001,2021,3,31327
786001,2021,3,30785
782435,2021,3,28639
781028,2021,3,28555
kamrup metropolitan,2021,4,723960
nagaon,2021,4,251340
barpeta,2021,4,223375
cachar,2021,4,215876
sonitpur,2021,4,198091
dibrugarh,2021,4,197521
kamrup,2021,4,185421
tinsukia,2021,4,168240
jorhat,2021,4,145111
dhubri,2021,4,128621
781032,2021,4,57249
781022,2021,4,46108
781001,2021,4,42225
781038,2021,4,37135
783380,2021,4,36481
781011,2021,4,34495
785001,2021,4,33508
786001,2021,4,32892
782435,2021,4,30729
781028,2021,4,30534
kamrup metropolitan,2022,1,767859
nagaon,2022,1,268636
barpeta,2022,1,238871
cachar,2022,1,230089
sonitpur,2022,1,211236
dibrugarh,2022,1,210525
kamrup,2022,1,198189
tinsukia,2022,1,179301
jorhat,2022,1,154589
dhubri,2022,1,137698
781032,2022,1,60632
781022,2022,1,48859
781001,2022,1,44765
781038,2022,1,39366
783380,2022,1,38840
781011,2022,1,36583
785001,2022,1,35517
786001,2022,1,34879
782435,2022,1,32753
781028,2022,1,32414
kamrup metropolitan,2022,2,810057
nagaon,2022,2,284558
barpeta,2022,2,253194
cachar,2022,2,243727
sonitpur,2022,2,223514
dibrugarh,2022,2,222494
kamrup,2022,2,210048
tinsukia,2022,2,189633
jorhat,2022,2,163307
dhubri,2022,2,146304
781032,2022,2,63866
781022,2022,2,51543
781001,2022,2,47222
781038,2022,2,41519
783380,2022,2,41067
781011,2022,2,38612
785001,2022,2,37438
786001,2022,2,36760
782435,2022,2,34642
781028,2022,2,34231
kamrup metropolitan,2022,3,854019
nagaon,2022,3,300653
barpeta,2022,3,267667
cachar,2022,3,257370
sonitpur,2022,3,235752
dibrugarh,2022,3,234149
kamrup,2022,3,221721
tinsukia,2022,3,199942
jorhat,2022,3,171824
dhubri,2022,3,154896
781032,2022,3,67280
781022,2022,3,54277
781001,2022,3,49784
781038,2022,3,43745
783380,2022,3,43396
781011,2022,3,40762
785001,2022,3,39413
786001,2022,3,38716
782435,2022,3,36615
781028,2022,3,36089
kamrup metropolitan,2022,4,897245
nagaon,2022,4,314901
barpeta,2022,4,280479
cachar,2022,4,269556
sonitpur,2022,4,246327
dibrugarh,2022,4,244755
kamrup,2022,4,231849
tinsukia,2022,4,209247
jorhat,2022,4,179437
dhubri,2022,4,162126
781032,2022,4,70664
781022,2022,4,57039
781001,2022,4,52292
781038,2022,4,45987
783380,2022,4,45548
781011,2022,4,42885
785001,2022,4,41419
786001,2022,4,40689
782435,2022,4,38441
781028,2022,4,37934
kamrup metropolitan,2023,1,938802
nagaon,2023,1,330283
barpeta,2023,1,294210
cachar,2023,1,282643
sonitpur,2023,1,258067
dibrugarh,2023,1,256050
kamrup,2023,1,242982
tinsukia,2023,1,219077
jorhat,2023,1,187799
dhubri,2023,1,170279
781032,2023,1,73878
781022,2023,1,59721
781001,2023,1,54745
781038,2023,1,48134
783380,2023,1,47759
781011,2023,1,44810
785001,2023,1,43324
786001,2023,1,42577
782435,2023,1,40288
781028,2023,1,39737
kamrup metropolitan,2023,2,975409
nagaon,2023,2,345756
barpeta,2023,2,307888
cachar,2023,2,295315
sonitpur,2023,2,269578
dibrugarh,2023,2,267326
kamrup,2023,2,254290
tinsukia,2023,2,228972
jorhat,2023,2,196116
dhubri,2023,2,178594
781032,2023,2,76617
781022,2023,2,62035
781001,2023,2,56858
781038,2023,2,50048
783380,2023,2,49755
781011,2023,2,46533
785001,2023,2,45031
786001,2023,2,44226
782435,2023,2,42067
781028,2023,2,41323
kamrup metropolitan,2023,3,1014178
nagaon,2023,3,360999
barpeta,2023,3,321557
cachar,2023,3,308182
sonitpur,2023,3,281112
dibrugarh,2023,3,278740
kamrup,2023,3,265357
tinsukia,2023,3,239058
jorhat,2023,3,204393
dhubri,2023,3,186435
781032,2023,3,79587
781022,2023,3,64409
781001,2023,3,59036
781038,2023,3,51966
783380,2023,3,51854
781011,2023,3,48416
785001,2023,3,46869
786001,2023,3,46000
782435,2023,3,43920
781028,2023,3,43026
kamrup metropolitan,2023,4,1050970
nagaon,2023,4,375835
barpeta,2023,4,334209
cachar,2023,4,320070
sonitpur,2023,4,291996
dibrugarh,2023,4,289409
kamrup,2023,4,276067
tinsukia,2023,4,248429
jorhat,2023,4,212335
dhubri,2023,4,193881
781032,2023,4,82438
781022,2023,4,66776
781001,2023,4,61117
783380,2023,4,53847
781038,2023,4,53768
781011,2023,4,50128
785001,2023,4,48543
786001,2023,4,47682
782435,2023,4,45621
781028,2023,4,44524
kamrup metropolitan,2024,1,1092571
nagaon,2024,1,392625
barpeta,2024,1,348707
cachar,2024,1,334056
sonitpur,2024,1,304871
dibrugarh,2024,1,302007
kamrup,2024,1,288710
tinsukia,2024,1,259521
jorhat,2024,1,221581
dhubri,2024,1,202576
781032,2024,1,85683
781022,2024,1,69378
781001,2024,1,63508
783380,2024,1,56144
781038,2024,1,55781
781011,2024,1,52141
785001,2024,1,50527
786001,2024,1,49628
782435,2024,1,47562
782003,2024,1,46442
kamrup metropolitan,2024,2,1134211
nagaon,2024,2,408632
barpeta,2024,2,362595
cachar,2024,2,347107
sonitpur,2024,2,316789
dibrugarh,2024,2,313699
kamrup,2024,2,300373
tinsukia,2024,2,269522
jorhat,2024,2,230436
dhubri,2024,2,210719
781032,2024,2,88920
781022,2024,2,71920
781001,2024,2,65921
783380,2024,2,58373
781038,2024,2,57902
781011,2024,2,54066
785001,2024,2,52493
786001,2024,2,51487
782435,2024,2,49528
782003,2024,2,48326
kamrup metropolitan,2024,3,1334268
nagaon,2024,3,558602
barpeta,2024,3,540352
kamrup,2024,3,503346
cachar,2024,3,503200
dhubri,2024,3,457560
dibrugarh,2024,3,373759
sonitpur,2024,3,360775
goalpara,2024,3,350819
tinsukia,2024,3,350223
781003,2024,3,99139
782446,2024,3,93833
783380,2024,3,93298
783348,2024,3,92313
785001,2024,3,86311
783101,2024,3,85206
781308,2024,3,80391
781025,2024,3,75499
783370,2024,3,73240
782435,2024,3,72564
kamrup metropolitan,2024,4,1380871
nagaon,2024,4,580140
barpeta,2024,4,558059
cachar,2024,4,522779
kamrup,2024,4,522595
dhubri,2024,4,473943
dibrugarh,2024,4,387487
sonitpur,2024,4,374004
goalpara,2024,4,363792
tinsukia,2024,4,363224
781003,2024,4,102310
782446,2024,4,97436
783380,2024,4,96232
783348,2024,4,95786
785001,2024,4,88986
783101,2024,4,88467
781308,2024,4,82536
781025,2024,4,77987
783370,2024,4,76469
782435,2024,4,75295
patna,2018,1,425009
muzaffarpur,2018,1,125298
gaya,2018,1,91015
purbi champaran,2018,1,87561
samastipur,2018,1,76068
bhagalpur,2018,1,76063
nalanda,2018,1,75201
darbhanga,2018,1,74414
vaishali,2018,1,67921
pashchim champaran,2018,1,67656
800001,2018,1,71092
800006,2018,1,51989
